filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spec_centroid,spec_rolloff,zcr,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,label,file_path,file_hash
009__[flu][nod][cou_fol]0410__2.wav,-271.5541687011719,38.720458984375,-108.62548065185547,5.9359965324401855,-32.359886169433594,15.63772964477539,7.2792439460754395,5.393723487854004,-10.411615371704102,-5.084322929382324,3.198276996612549,-0.9441840648651123,17.835960388183594,3564.3649625894823,6234.31957347973,0.08294748431467182,0.0077143157832324505,0.01237395592033863,0.06665915995836258,0.385885089635849,0.1487409770488739,0.18028044700622559,0.3019208610057831,0.12524493038654327,0.046481989324092865,0.17110884189605713,0.201548233628273,0.024454105645418167,Flute,C:\Users\hoang\Desktop\music media\wind_instruments\009__[flu][nod][cou_fol]0410__2.wav,8ab2f16ee1f9894a4016a5441620b85e4710c46719d07ce64028e343efddf9be
009__[flu][nod][cou_fol]0410__3.wav,-292.4520568847656,31.250017166137695,-100.01028442382812,8.222312927246094,-28.391637802124023,22.34234046936035,15.564023971557617,7.948432445526123,-11.985057830810547,-8.212821006774902,0.9566193222999573,1.612363338470459,20.33631134033203,3746.004582856504,6763.9199746621625,0.08483651061776062,0.04560544714331627,0.020875824615359306,0.07750993221998215,0.3634185194969177,0.16755510866641998,0.17586573958396912,0.2747977077960968,0.13830696046352386,0.2830495834350586,0.14003849029541016,0.021037643775343895,0.043841712176799774,Flute,C:\Users\hoang\Desktop\music media\wind_instruments\009__[flu][nod][cou_fol]0410__3.wav,95dcac670de73b3b6599ddbcfe97005df21d5796bf3696f4c26189b6e0b1e9ae
010__[sax][nod][cla]1692__1.wav,-278.0655822753906,191.10594177246094,-36.44644546508789,1.0460485219955444,-1.183243989944458,-7.548505783081055,-17.15376853942871,-10.022098541259766,-5.073511123657227,-7.6509013175964355,6.707212448120117,-4.965388298034668,-12.832860946655273,1433.4402860869247,2389.5204286317567,0.04646212898166023,0.11615780740976334,0.04881835728883743,0.10540333390235901,0.29016876220703125,0.115680031478405,0.1410246193408966,0.07386111468076706,0.15513190627098083,0.594641387462616,0.21063360571861267,0.17441785335540771,0.08352971076965332,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\010__[sax][nod][cla]1692__1.wav,83d189ba47f274f9dad35b7ae0174568a7981f7d796fef6bd98ed8086b5a994c
010__[sax][nod][cla]1692__2.wav,-262.9500427246094,208.74038696289062,-31.938526153564453,4.371104717254639,1.2326973676681519,-6.081611156463623,-8.099876403808594,-3.40327787399292,-0.036935046315193176,-6.46409797668457,-4.258962631225586,-12.786360740661621,-14.253334999084473,1317.1734565075137,2206.6960515202704,0.04092136221042471,0.1743796467781067,0.1296134889125824,0.2835977077484131,0.2115180343389511,0.07486537098884583,0.13206243515014648,0.09004174917936325,0.11020829528570175,0.12418545037508011,0.19610342383384705,0.7149036526679993,0.340407133102417,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\010__[sax][nod][cla]1692__2.wav,34ab001cc2d54f24ae781270e434424e803bba89298c0d01d3c7edc30a1ab086
010__[sax][nod][cla]1692__3.wav,-288.13092041015625,208.24717712402344,-41.13874053955078,0.9225204586982727,0.5764577388763428,-9.84523868560791,-13.9068603515625,-6.3374176025390625,-3.973231315612793,-2.932471990585327,4.274116039276123,-11.845463752746582,-20.537023544311523,1346.1550856365393,2287.9236169763512,0.041990302244208494,0.25743919610977173,0.12174884974956512,0.11505667120218277,0.13407036662101746,0.0729534849524498,0.07992757111787796,0.15845456719398499,0.2888287901878357,0.2221624255180359,0.2190340757369995,0.7077950239181519,0.6236505508422852,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\010__[sax][nod][cla]1692__3.wav,dc527114c8e7f1410333726825a0a919d2795e0256c24064c465c42d19d4fa86
011__[sax][nod][cla]1694__1.wav,-226.60641479492188,200.51602172851562,-41.711307525634766,27.024404525756836,-10.691566467285156,3.425503969192505,-19.837804794311523,-5.694558620452881,-4.706745147705078,-1.5532678365707397,-1.6394039392471313,2.0689053535461426,13.23420524597168,1689.6154234857104,3029.5304581925675,0.06321074143339768,0.17139647901058197,0.3393477201461792,0.17480319738388062,0.09031980484724045,0.11446447670459747,0.2741618752479553,0.8041718602180481,0.2658746540546417,0.1443079560995102,0.1969853639602661,0.16830122470855713,0.13813993334770203,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\011__[sax][nod][cla]1694__1.wav,c6856becc06d5e8bac83e92aa975fb9ede177480315bbce5e5c2c6632b9b7592
011__[sax][nod][cla]1694__2.wav,-289.5740051269531,212.9764862060547,-43.83856964111328,0.4967656135559082,-6.190064907073975,-6.648894786834717,-18.83635139465332,-13.827859878540039,-11.773215293884277,-11.568951606750488,-8.309081077575684,-4.291346073150635,2.5352983474731445,1400.7535700136166,2377.714579814189,0.04911468388030888,0.22578871250152588,0.2170533388853073,0.2980353534221649,0.3677077889442444,0.6451670527458191,0.18342070281505585,0.12745603919029236,0.2563456594944,0.1500360369682312,0.15992848575115204,0.1167464628815651,0.2083626389503479,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\011__[sax][nod][cla]1694__2.wav,e07a6c8a21ac0e67b6753b2725c9b16a6052ea802342487a56caddd22ba8eccc
011__[sax][nod][cla]1694__3.wav,-232.75181579589844,186.32460021972656,-65.34658813476562,10.467001914978027,-26.400861740112305,-7.487637042999268,-22.152856826782227,-14.807853698730469,-23.99245834350586,-10.870288848876953,-9.217202186584473,-7.152004241943359,11.57569408416748,1783.8240467772862,3126.8871410472975,0.058369404560810814,0.14239025115966797,0.22014454007148743,0.04943381994962692,0.04039301723241806,0.1446291208267212,0.4748476445674896,0.9102202653884888,0.2162962704896927,0.10883031040430069,0.14904892444610596,0.2899802625179291,0.251085489988327,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\011__[sax][nod][cla]1694__3.wav,3a8e623438ba54f70599ea9ce8246cbad2126c6e4a6f91a36686522089e3c0bd
012__[sax][nod][jaz_blu]1713__1.wav,-311.5420837402344,170.95272827148438,-7.348827838897705,15.950425148010254,30.8021297454834,13.37385368347168,1.1912814378738403,-9.102306365966797,3.2651517391204834,7.088776111602783,-8.132607460021973,-8.57491683959961,1.581383228302002,1122.718241328519,2057.4601456925675,0.028182688827220078,0.2027403861284256,0.17580923438072205,0.19473867118358612,0.17643514275550842,0.2035793960094452,0.2664056420326233,0.20778973400592804,0.19375090301036835,0.17681393027305603,0.25040483474731445,0.5581205487251282,0.4495626389980316,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\012__[sax][nod][jaz_blu]1713__1.wav,be250b1c46dfe2155e0effa2a75acfcf28b4ab4236a631d82322d7f0e3d76051
012__[sax][nod][jaz_blu]1713__2.wav,-390.28411865234375,198.85081481933594,49.52539825439453,32.17422103881836,38.40624237060547,17.114030838012695,0.49131840467453003,-9.458772659301758,-1.4155813455581665,5.026469707489014,-8.94594669342041,-5.468625068664551,9.307799339294434,503.8127825643385,650.8182010135135,0.014548518943050193,0.15587204694747925,0.14260883629322052,0.13256317377090454,0.121477410197258,0.1610567420721054,0.4611034095287323,0.7967723608016968,0.3487378656864166,0.1179637610912323,0.1509609818458557,0.1760161817073822,0.18262074887752533,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\012__[sax][nod][jaz_blu]1713__2.wav,0db5de1269b7aac386ed8a8c162a0055f8e55f95f3ae4baad114d8270b0c1c27
012__[sax][nod][jaz_blu]1713__3.wav,-417.84320068359375,197.5667724609375,56.23808288574219,33.33843231201172,29.292516708374023,13.674511909484863,8.622239112854004,-1.8853733539581299,2.402526617050171,8.99252986907959,-6.749236106872559,-4.755664825439453,10.365168571472168,471.5817984910411,590.5418602195946,0.010925057311776062,0.41524890065193176,0.34206268191337585,0.370199978351593,0.2285587191581726,0.14682672917842865,0.13124169409275055,0.12089065462350845,0.16025955975055695,0.25551798939704895,0.4399944543838501,0.6671745777130127,0.5373392701148987,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\012__[sax][nod][jaz_blu]1713__3.wav,72d036422679ab98bb755ae3d111f9cd6b83af5b21bfef9e1c94f6f372702da3
013__[sax][dru][jaz_blu]1705__1.wav,-112.70645904541016,147.0272979736328,-52.001617431640625,43.31533432006836,-8.089826583862305,41.67167663574219,-21.543243408203125,17.960559844970703,-2.4075613021850586,11.073625564575195,-0.8624711036682129,4.321136951446533,-5.894291877746582,2761.579618682992,5277.63012035473,0.06915118243243243,0.49808186292648315,0.32769179344177246,0.37383371591567993,0.24861986935138702,0.3078298270702362,0.396897554397583,0.24823914468288422,0.3557239770889282,0.4025421440601349,0.46578580141067505,0.5228561758995056,0.4538784623146057,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\013__[sax][dru][jaz_blu]1705__1.wav,d2ce571aa1628f401343fcfb71206f740c8291de0ee52463b9a2201bc537f2d9
013__[sax][dru][jaz_blu]1705__2.wav,-122.94728088378906,148.6807098388672,-48.04511642456055,42.67301559448242,-7.36568021774292,37.98330307006836,-26.988277435302734,16.865293502807617,0.05859735235571861,9.434298515319824,-0.46992334723472595,9.554962158203125,0.9010535478591919,2707.662838088095,5335.994246199324,0.06255467241795366,0.34858548641204834,0.33618760108947754,0.41561347246170044,0.3166942000389099,0.35326290130615234,0.2910236120223999,0.3757084012031555,0.4179586172103882,0.3838340938091278,0.4126864969730377,0.32634592056274414,0.3921246826648712,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\013__[sax][dru][jaz_blu]1705__2.wav,7d2afd7118afdd83ae89563edefe10ff732b1a11b0829ac5ad7f582d81143de2
013__[sax][dru][jaz_blu]1705__3.wav,-122.95590209960938,146.93463134765625,-49.699302673339844,44.784034729003906,-10.716477394104004,37.324790954589844,-28.221866607666016,11.040857315063477,-2.146404266357422,10.005270957946777,3.4166243076324463,9.175203323364258,2.998446226119995,2762.096554560933,5406.579919763513,0.07027290962837837,0.3069528043270111,0.31642159819602966,0.37340739369392395,0.3521571457386017,0.4087871313095093,0.3499007821083069,0.3224426805973053,0.3097308576107025,0.3483829200267792,0.4485253691673279,0.26374927163124084,0.23967890441417694,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\013__[sax][dru][jaz_blu]1705__3.wav,d1c4bb20d44c2e52f4f0e74a1245ec945a634664bc160ac6ce4be3c46204ab5d
014__[tru][dru][jaz_blu]2000__1.wav,-345.95855712890625,180.48641967773438,-44.51029586791992,11.163938522338867,-30.419254302978516,33.23401641845703,-2.367733955383301,3.9855258464813232,-14.28630256652832,-1.130381464958191,-5.448553085327148,-8.046720504760742,-3.38944935798645,2004.343322505422,3780.1163956925675,0.04900345378861004,0.1365295946598053,0.10644622892141342,0.21548767387866974,0.18075279891490936,0.345109760761261,0.5818542242050171,0.2880971133708954,0.2189083695411682,0.21700148284435272,0.3524015247821808,0.21302013099193573,0.10548465698957443,Unknown,C:\Users\hoang\Desktop\music media\wind_instruments\014__[tru][dru][jaz_blu]2000__1.wav,28a4b3342a85088463bb09b55a323061195db55998537c29743dd21bc5a9acb1
014__[tru][dru][jaz_blu]2000__2.wav,-336.24176025390625,156.880615234375,-29.477434158325195,29.530941009521484,-10.940113067626953,25.462060928344727,-1.6580463647842407,-0.3335494101047516,-5.614740371704102,2.172778844833374,-0.5023218989372253,-6.991359233856201,-1.2132501602172852,2104.9392889437913,4090.726615287162,0.04912411015926641,0.28198784589767456,0.127543106675148,0.1320197880268097,0.16280056536197662,0.17604777216911316,0.45373985171318054,0.2053716480731964,0.268911749124527,0.3914527893066406,0.43730777502059937,0.713509738445282,0.4044158160686493,Unknown,C:\Users\hoang\Desktop\music media\wind_instruments\014__[tru][dru][jaz_blu]2000__2.wav,d8a5d8b5d25e2e8e01107b80220dd4b39747b2ac1973fff665ab3f6ebbe6461f
014__[tru][dru][jaz_blu]2000__3.wav,-341.4250183105469,175.4940643310547,-25.53603172302246,12.37398624420166,-12.107768058776855,34.62427520751953,5.894187927246094,5.820237159729004,-3.3131003379821777,4.732446670532227,0.528530478477478,-3.9024910926818848,-0.9769337773323059,1757.85197484872,3089.5573796452704,0.04312899674227799,0.08101708441972733,0.08715198189020157,0.0722183957695961,0.12396375834941864,0.41003018617630005,0.2608218491077423,0.13066673278808594,0.11872655153274536,0.3171270489692688,0.8938907980918884,0.4528232216835022,0.12689846754074097,Unknown,C:\Users\hoang\Desktop\music media\wind_instruments\014__[tru][dru][jaz_blu]2000__3.wav,5ba7e3320df032d6e83538a3d41c626470fd5364e9ac5bf6da4205700194d9aa
015__[sax][nod][cla]1682__1.wav,-314.2559509277344,221.0921630859375,-34.14987564086914,12.783225059509277,12.658956527709961,3.683645009994507,-12.61680793762207,-3.811184883117676,-4.447330474853516,-9.578207969665527,-7.68235445022583,-8.219345092773438,-7.257861614227295,1170.9491293895135,2158.8075380067567,0.027914982504826255,0.44303956627845764,0.4059887230396271,0.3389357924461365,0.3010512590408325,0.3869704306125641,0.40552443265914917,0.3202776610851288,0.4459558427333832,0.36712130904197693,0.42974185943603516,0.37507033348083496,0.28686901926994324,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\015__[sax][nod][cla]1682__1.wav,c41845fd860157d0fb84fb190e96638c7274f481fefd7c2f4d0cc8eda5ce598d
015__[sax][nod][cla]1682__2.wav,-274.9187927246094,213.36624145507812,-56.17375183105469,17.624000549316406,5.830407619476318,4.0301899909973145,-21.50012969970703,-5.4558000564575195,-6.472036838531494,-10.817071914672852,-12.679993629455566,-4.759706974029541,-5.846906661987305,1492.0340560761026,2791.501266891892,0.0363609284507722,0.49292075634002686,0.5259943008422852,0.6462393999099731,0.6089611053466797,0.3913569450378418,0.29274851083755493,0.1831969916820526,0.1576242595911026,0.21918809413909912,0.38947930932044983,0.27924057841300964,0.2686116695404053,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\015__[sax][nod][cla]1682__2.wav,01c56d6e284e405eadcb6ab31630971d18f0a5e59f5b58f0a1f54038a472482a
015__[sax][nod][cla]1682__3.wav,-274.49005126953125,202.53060913085938,-56.41756820678711,-3.6836538314819336,-2.7262282371520996,-9.327064514160156,-21.544925689697266,-9.82364273071289,-6.2710161209106445,-21.672454833984375,-14.733019828796387,-1.1769404411315918,-13.711069107055664,1480.7392204300434,2671.779983108108,0.04226366433397683,0.5712738037109375,0.2909325957298279,0.2861502468585968,0.2113213688135147,0.2896385192871094,0.36338111758232117,0.43042027950286865,0.5471336841583252,0.27274924516677856,0.25273603200912476,0.15014415979385376,0.293824702501297,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\015__[sax][nod][cla]1682__3.wav,8e2a290c09917d18ad9827868e2d43fecf53ed30b6ba8cb25b8e8ecbca18b55a
017__[sax][nod][cla]1676__1.wav,-359.42510986328125,215.9912567138672,-36.51244354248047,-2.6323137283325195,11.897749900817871,-6.242297649383545,-16.969432830810547,-16.251487731933594,-8.363571166992188,-7.368643760681152,-8.046625137329102,-5.506466865539551,0.16800610721111298,1232.367934496916,2231.7211254222975,0.040519802726833976,0.40939056873321533,0.36170539259910583,0.2090902477502823,0.11719879508018494,0.20768648386001587,0.23176969587802887,0.3416570723056793,0.33673664927482605,0.12134567648172379,0.13181182742118835,0.3282421827316284,0.2505583167076111,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\017__[sax][nod][cla]1676__1.wav,713917c6fff8b5213744a69ffe1865d2f55e33529727ccba68261bdeb9a90168
017__[sax][nod][cla]1676__2.wav,-370.3881530761719,217.10499572753906,-34.55156326293945,0.9848034977912903,6.919703960418701,-7.087031364440918,-20.862018585205078,-16.5137882232666,-7.030256271362305,-5.413849830627441,-6.053102016448975,-6.506405353546143,-2.424192428588867,1262.098971521632,2263.3142419763512,0.04588524070945946,0.32828250527381897,0.24891379475593567,0.1626458615064621,0.2674480080604553,0.27104514837265015,0.11413363367319107,0.14511963725090027,0.4568577706813812,0.20107637345790863,0.20079009234905243,0.3148658573627472,0.21092571318149567,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\017__[sax][nod][cla]1676__2.wav,1e6ed08b21d951bd573e3082e36510633ec86995b11173bd11cc188804dd56ad
017__[sax][nod][cla]1676__3.wav,-402.9884033203125,221.4202117919922,-9.204370498657227,-13.271652221679688,10.570018768310547,-4.902681350708008,-15.846988677978516,-11.658112525939941,-5.703670501708984,-7.984063148498535,-10.87488079071045,-8.878118515014648,-7.322458744049072,997.1143250448591,1640.6804265202702,0.03194000361969112,0.31881362199783325,0.19683794677257538,0.30921638011932373,0.1614081859588623,0.15099547803401947,0.34282955527305603,0.33878839015960693,0.18015697598457336,0.22241580486297607,0.302194207906723,0.165608748793602,0.2882145643234253,Saxophone,C:\Users\hoang\Desktop\music media\wind_instruments\017__[sax][nod][cla]1676__3.wav,de667c2e72dcbede9e5fda37e82ce7f7e019f0a20a184125c12cf4edadaa6db8
018__[flu][nod][pop_roc]0421__1.wav,-331.5389099121094,186.6558837890625,-15.747920989990234,8.431526184082031,8.678659439086914,0.1757279932498932,10.059355735778809,-1.482505202293396,3.063000440597534,12.814257621765137,16.0241641998291,20.19896125793457,14.461506843566895,1085.2940991218882,1588.8843433277027,0.03135180381274131,0.18188244104385376,0.05934596434235573,0.054831407964229584,0.06952320039272308,0.09239789098501205,0.1617458164691925,0.5009985566139221,0.5271933674812317,0.18761882185935974,0.05569764971733093,0.0845244973897934,0.2564731240272522,Flute,C:\Users\hoang\Desktop\music media\wind_instruments\018__[flu][nod][pop_roc]0421__1.wav,aa43fc028b931c2a30a9a1dccef3c5a092c50d2dd52005e0e032026acfbcda3b
018__[flu][nod][pop_roc]0421__2.wav,-393.1554260253906,202.43943786621094,7.222883224487305,1.870954990386963,20.917037963867188,18.185302734375,9.346336364746094,8.334866523742676,-0.054129112511873245,4.847827434539795,-0.7590528726577759,2.354705810546875,-1.3402879238128662,908.4998030892696,1414.3739442567567,0.016714677847490346,0.22800876200199127,0.16186313331127167,0.23690184950828552,0.3050062358379364,0.39389893412590027,0.38518407940864563,0.38701125979423523,0.4380362331867218,0.19815543293952942,0.09338273108005524,0.21672651171684265,0.44591739773750305,Flute,C:\Users\hoang\Desktop\music media\wind_instruments\018__[flu][nod][pop_roc]0421__2.wav,d8dc67300daa24191e0feabbf8ecceda53ce43ad006e17807808bc17ddb638c5
018__[flu][nod][pop_roc]0421__3.wav,-376.8157043457031,204.06581115722656,-5.201217174530029,4.285061359405518,18.077760696411133,9.890447616577148,7.911186695098877,5.114170074462891,-2.002502679824829,3.46174955368042,-1.0096666812896729,7.589231014251709,7.189408302307129,1003.7098608972001,1634.7775021114865,0.021701179416023165,0.23520223796367645,0.16989414393901825,0.25525662302970886,0.4981386065483093,0.5093212127685547,0.3411097228527069,0.24537105858325958,0.2369946986436844,0.1464887410402298,0.1521352231502533,0.23658758401870728,0.3128604590892792,Flute,C:\Users\hoang\Desktop\music media\wind_instruments\018__[flu][nod][pop_roc]0421__3.wav,954fa57b2c6554577185d83ed39701b5e9c2f9ea48512ed9c6e2416343a3ba2c
024__[flu][nod][cla]0355__1.wav,-451.0609436035156,196.93504333496094,-12.364371299743652,-8.677523612976074,-14.728645324707031,1.1133962869644165,-23.282899856567383,-13.097175598144531,-19.8143367767334,-8.043519020080566,-5.190312385559082,-12.47698974609375,1.524010181427002,1269.3611492745342,1874.9683277027027,0.03716781792953668,0.14844417572021484,0.2271355241537094,0.30797308683395386,0.4013780355453491,0.3185923099517822,0.20367272198200226,0.23887307941913605,0.155961811542511,0.12926243245601654,0.20044435560703278,0.2361687421798706,0.12089284509420395,Flute,C:\Users\hoang\Desktop\music media\wind_instruments\024__[flu][nod][cla]0355__1.wav,640a246d6e52b31a7b3eb5cb3e298995269d5ddaf27aecf3b21a7959fa74e8b0
